"Date","CTDChla_ugL_above","CTDChla_ugL","CTDChla_ugL_below","CTDChla_ugL_lag","CTDChla_ugL_above_lag","CTDChla_ugL_below_lag","daily_EXOChla_ugL_1","daily_EXOBGAPC_ugL_1","daily_EXOChla_ugL_1_lag1","daily_EXOBGAPC_ugL_1_lag1","daily_EXOChla_ugL_1_lag2","daily_EXOBGAPC_ugL_1_lag2","daily_EXOChla_ugL_1_lag3","daily_EXOBGAPC_ugL_1_lag3","daily_EXOChla_ugL_1_lag4","daily_EXOBGAPC_ugL_1_lag4","daily_EXOChla_ugL_1_lag5","daily_EXOBGAPC_ugL_1_lag5","daily_EXOChla_ugL_1_lag6","daily_EXOBGAPC_ugL_1_lag6","daily_EXOChla_ugL_1_lag7","daily_EXOBGAPC_ugL_1_lag7","GreenAlgae_ugL_above","GreenAlgae_ugL","GreenAlgae_ugL_below","Bluegreens_ugL_above","Bluegreens_ugL","Bluegreens_ugL_below","BrownAlgae_ugL_above","BrownAlgae_ugL","BrownAlgae_ugL_below","MixedAlgae_ugL_above","MixedAlgae_ugL","MixedAlgae_ugL_below","GreenAlgae_ugL_lag","GreenAlgae_ugL_above_lag","GreenAlgae_ugL_below_lag","Bluegreens_ugL_lag","Bluegreens_ugL_above_lag","Bluegreens_ugL_below_lag","BrownAlgae_ugL_lag","BrownAlgae_ugL_above_lag","BrownAlgae_ugL_below_lag","MixedAlgae_ugL_lag","MixedAlgae_ugL_above_lag","MixedAlgae_ugL_below_lag"
2019-04-24,NA,NA,NA,NA,NA,NA,3.81805555555556,0.131527777777778,4.33576388888889,0.162777777777778,5.11450704225352,0.178732394366197,6.19721428571429,0.203142857142857,8.30187502083333,0.246111111111111,8.00744683687943,0.21241134751773,6.73302814084507,0.201760563380282,6.41479167361111,0.204027777777778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-04-25,NA,NA,NA,NA,NA,NA,3.56415492957746,0.122464788732394,3.81805555555556,0.131527777777778,4.33576388888889,0.162777777777778,5.11450704225352,0.178732394366197,6.19721428571429,0.203142857142857,8.30187502083333,0.246111111111111,8.00744683687943,0.21241134751773,6.73302814084507,0.201760563380282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-04-26,NA,NA,NA,NA,NA,NA,3.55113475177305,0.13354609929078,3.56415492957746,0.122464788732394,3.81805555555556,0.131527777777778,4.33576388888889,0.162777777777778,5.11450704225352,0.178732394366197,6.19721428571429,0.203142857142857,8.30187502083333,0.246111111111111,8.00744683687943,0.21241134751773,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-04-27,NA,NA,NA,NA,NA,NA,2.37713286713287,0.122517482517483,3.55113475177305,0.13354609929078,3.56415492957746,0.122464788732394,3.81805555555556,0.131527777777778,4.33576388888889,0.162777777777778,5.11450704225352,0.178732394366197,6.19721428571429,0.203142857142857,8.30187502083333,0.246111111111111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-04-28,NA,NA,NA,NA,NA,NA,1.74868055555556,0.104791666666667,2.37713286713287,0.122517482517483,3.55113475177305,0.13354609929078,3.56415492957746,0.122464788732394,3.81805555555556,0.131527777777778,4.33576388888889,0.162777777777778,5.11450704225352,0.178732394366197,6.19721428571429,0.203142857142857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-04-29,NA,NA,NA,NA,NA,NA,1.87965034965035,0.107342657342657,1.74868055555556,0.104791666666667,2.37713286713287,0.122517482517483,3.55113475177305,0.13354609929078,3.56415492957746,0.122464788732394,3.81805555555556,0.131527777777778,4.33576388888889,0.162777777777778,5.11450704225352,0.178732394366197,1.7,1.39,1.44,0.19,0.05,0.03,1.11,1.29,1.29,0.54,0.61,0.64,7.44,8.54,8.41,0.35,0.02,0.02,1.53,0.2,0.69,0.23,0.78,0.66
2019-04-30,NA,NA,NA,NA,NA,NA,1.65922535211268,0.0983098591549296,1.87965034965035,0.107342657342657,1.74868055555556,0.104791666666667,2.37713286713287,0.122517482517483,3.55113475177305,0.13354609929078,3.56415492957746,0.122464788732394,3.81805555555556,0.131527777777778,4.33576388888889,0.162777777777778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-05-01,NA,NA,NA,NA,NA,NA,1.46666666666667,0.0895138888888889,1.65922535211268,0.0983098591549296,1.87965034965035,0.107342657342657,1.74868055555556,0.104791666666667,2.37713286713287,0.122517482517483,3.55113475177305,0.13354609929078,3.56415492957746,0.122464788732394,3.81805555555556,0.131527777777778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-05-02,NA,NA,NA,NA,NA,NA,1.85640845070423,0.0779577464788732,1.46666666666667,0.0895138888888889,1.65922535211268,0.0983098591549296,1.87965034965035,0.107342657342657,1.74868055555556,0.104791666666667,2.37713286713287,0.122517482517483,3.55113475177305,0.13354609929078,3.56415492957746,0.122464788732394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-05-03,NA,NA,NA,NA,NA,NA,2.39335664335664,0.074965034965035,1.85640845070423,0.0779577464788732,1.46666666666667,0.0895138888888889,1.65922535211268,0.0983098591549296,1.87965034965035,0.107342657342657,1.74868055555556,0.104791666666667,2.37713286713287,0.122517482517483,3.55113475177305,0.13354609929078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-05-04,NA,NA,NA,NA,NA,NA,2.88583333333333,0.0809722222222222,2.39335664335664,0.074965034965035,1.85640845070423,0.0779577464788732,1.46666666666667,0.0895138888888889,1.65922535211268,0.0983098591549296,1.87965034965035,0.107342657342657,1.74868055555556,0.104791666666667,2.37713286713287,0.122517482517483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-05-05,NA,NA,NA,NA,NA,NA,3.07246478873239,0.0744366197183099,2.88583333333333,0.0809722222222222,2.39335664335664,0.074965034965035,1.85640845070423,0.0779577464788732,1.46666666666667,0.0895138888888889,1.65922535211268,0.0983098591549296,1.87965034965035,0.107342657342657,1.74868055555556,0.104791666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-05-06,NA,NA,NA,NA,NA,NA,2.83895104895105,0.0756643356643357,3.07246478873239,0.0744366197183099,2.88583333333333,0.0809722222222222,2.39335664335664,0.074965034965035,1.85640845070423,0.0779577464788732,1.46666666666667,0.0895138888888889,1.65922535211268,0.0983098591549296,1.87965034965035,0.107342657342657,2.87,2.21,3,0.22,0.25,0,1.15,2.01,1.1,0.19,0.19,0.53,1.39,1.7,1.44,0.05,0.19,0.03,1.29,1.11,1.29,0.61,0.54,0.64
2019-05-07,NA,NA,NA,NA,NA,NA,3.25486111111111,0.0770833333333333,2.83895104895105,0.0756643356643357,3.07246478873239,0.0744366197183099,2.88583333333333,0.0809722222222222,2.39335664335664,0.074965034965035,1.85640845070423,0.0779577464788732,1.46666666666667,0.0895138888888889,1.65922535211268,0.0983098591549296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-05-08,NA,NA,NA,NA,NA,NA,3.00965034965035,0.0742657342657343,3.25486111111111,0.0770833333333333,2.83895104895105,0.0756643356643357,3.07246478873239,0.0744366197183099,2.88583333333333,0.0809722222222222,2.39335664335664,0.074965034965035,1.85640845070423,0.0779577464788732,1.46666666666667,0.0895138888888889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-05-09,NA,NA,NA,NA,NA,NA,3.76457746478873,0.0748591549295775,3.00965034965035,0.0742657342657343,3.25486111111111,0.0770833333333333,2.83895104895105,0.0756643356643357,3.07246478873239,0.0744366197183099,2.88583333333333,0.0809722222222222,2.39335664335664,0.074965034965035,1.85640845070423,0.0779577464788732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-05-10,NA,NA,NA,NA,NA,NA,4.35090277777778,0.080625,3.76457746478873,0.0748591549295775,3.00965034965035,0.0742657342657343,3.25486111111111,0.0770833333333333,2.83895104895105,0.0756643356643357,3.07246478873239,0.0744366197183099,2.88583333333333,0.0809722222222222,2.39335664335664,0.074965034965035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-05-11,NA,NA,NA,NA,NA,NA,5.14408451408451,0.0859154929577465,4.35090277777778,0.080625,3.76457746478873,0.0748591549295775,3.00965034965035,0.0742657342657343,3.25486111111111,0.0770833333333333,2.83895104895105,0.0756643356643357,3.07246478873239,0.0744366197183099,2.88583333333333,0.0809722222222222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-05-12,NA,NA,NA,NA,NA,NA,5.75923611111111,0.0920138888888889,5.14408451408451,0.0859154929577465,4.35090277777778,0.080625,3.76457746478873,0.0748591549295775,3.00965034965035,0.0742657342657343,3.25486111111111,0.0770833333333333,2.83895104895105,0.0756643356643357,3.07246478873239,0.0744366197183099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-05-13,NA,NA,NA,NA,NA,NA,5.30685314685315,0.0894405594405594,5.75923611111111,0.0920138888888889,5.14408451408451,0.0859154929577465,4.35090277777778,0.080625,3.76457746478873,0.0748591549295775,3.00965034965035,0.0742657342657343,3.25486111111111,0.0770833333333333,2.83895104895105,0.0756643356643357,6.76,5.16,3.93,0,0,0,2.17,3.48,4.55,0,0,0,2.21,2.87,3,0.25,0.22,0,2.01,1.15,1.1,0.19,0.19,0.53
2019-05-14,NA,NA,NA,NA,NA,NA,5.18573426573427,0.0965034965034965,5.30685314685315,0.0894405594405594,5.75923611111111,0.0920138888888889,5.14408451408451,0.0859154929577465,4.35090277777778,0.080625,3.76457746478873,0.0748591549295775,3.00965034965035,0.0742657342657343,3.25486111111111,0.0770833333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-05-15,NA,NA,NA,NA,NA,NA,4.51212765957447,0.0987943262411348,5.18573426573427,0.0965034965034965,5.30685314685315,0.0894405594405594,5.75923611111111,0.0920138888888889,5.14408451408451,0.0859154929577465,4.35090277777778,0.080625,3.76457746478873,0.0748591549295775,3.00965034965035,0.0742657342657343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-05-16,NA,NA,NA,NA,NA,NA,3.835625,0.0916666666666667,4.51212765957447,0.0987943262411348,5.18573426573427,0.0965034965034965,5.30685314685315,0.0894405594405594,5.75923611111111,0.0920138888888889,5.14408451408451,0.0859154929577465,4.35090277777778,0.080625,3.76457746478873,0.0748591549295775,1.62,1.14,3.79,0,0,0,1.74,2.5,2.13,0.38,0,0.18,5.16,6.76,3.93,0,0,0,3.48,2.17,4.55,0,0,0
2019-05-17,NA,NA,NA,NA,NA,NA,3.69597222222222,0.0797916666666667,3.835625,0.0916666666666667,4.51212765957447,0.0987943262411348,5.18573426573427,0.0965034965034965,5.30685314685315,0.0894405594405594,5.75923611111111,0.0920138888888889,5.14408451408451,0.0859154929577465,4.35090277777778,0.080625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-05-18,NA,NA,NA,NA,NA,NA,3.17638888888889,0.0726388888888889,3.69597222222222,0.0797916666666667,3.835625,0.0916666666666667,4.51212765957447,0.0987943262411348,5.18573426573427,0.0965034965034965,5.30685314685315,0.0894405594405594,5.75923611111111,0.0920138888888889,5.14408451408451,0.0859154929577465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-05-19,NA,NA,NA,NA,NA,NA,2.9572027972028,0.0685314685314685,3.17638888888889,0.0726388888888889,3.69597222222222,0.0797916666666667,3.835625,0.0916666666666667,4.51212765957447,0.0987943262411348,5.18573426573427,0.0965034965034965,5.30685314685315,0.0894405594405594,5.75923611111111,0.0920138888888889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-05-20,NA,NA,NA,NA,NA,NA,3.15697183098592,0.0649295774647887,2.9572027972028,0.0685314685314685,3.17638888888889,0.0726388888888889,3.69597222222222,0.0797916666666667,3.835625,0.0916666666666667,4.51212765957447,0.0987943262411348,5.18573426573427,0.0965034965034965,5.30685314685315,0.0894405594405594,2.57,2.99,3.64,0,0,0,1.36,2.03,1.72,0.44,0,0,1.14,1.62,3.79,0,0,0,2.5,1.74,2.13,0,0.38,0.18
2019-05-21,NA,NA,NA,NA,NA,NA,3.13363636363636,0.0656643356643357,3.15697183098592,0.0649295774647887,2.9572027972028,0.0685314685314685,3.17638888888889,0.0726388888888889,3.69597222222222,0.0797916666666667,3.835625,0.0916666666666667,4.51212765957447,0.0987943262411348,5.18573426573427,0.0965034965034965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-05-22,NA,NA,NA,NA,NA,NA,2.85286713286713,0.0656643356643357,3.13363636363636,0.0656643356643357,3.15697183098592,0.0649295774647887,2.9572027972028,0.0685314685314685,3.17638888888889,0.0726388888888889,3.69597222222222,0.0797916666666667,3.835625,0.0916666666666667,4.51212765957447,0.0987943262411348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-05-23,NA,NA,NA,NA,NA,NA,3.12104166666667,0.0657638888888889,2.85286713286713,0.0656643356643357,3.13363636363636,0.0656643356643357,3.15697183098592,0.0649295774647887,2.9572027972028,0.0685314685314685,3.17638888888889,0.0726388888888889,3.69597222222222,0.0797916666666667,3.835625,0.0916666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-05-24,NA,NA,NA,NA,NA,NA,3.73202797202797,0.0790909090909091,3.12104166666667,0.0657638888888889,2.85286713286713,0.0656643356643357,3.13363636363636,0.0656643356643357,3.15697183098592,0.0649295774647887,2.9572027972028,0.0685314685314685,3.17638888888889,0.0726388888888889,3.69597222222222,0.0797916666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-05-25,NA,NA,NA,NA,NA,NA,3.40083333333333,0.0864583333333333,3.73202797202797,0.0790909090909091,3.12104166666667,0.0657638888888889,2.85286713286713,0.0656643356643357,3.13363636363636,0.0656643356643357,3.15697183098592,0.0649295774647887,2.9572027972028,0.0685314685314685,3.17638888888889,0.0726388888888889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-05-26,NA,NA,NA,NA,NA,NA,2.92839160839161,0.100909090909091,3.40083333333333,0.0864583333333333,3.73202797202797,0.0790909090909091,3.12104166666667,0.0657638888888889,2.85286713286713,0.0656643356643357,3.13363636363636,0.0656643356643357,3.15697183098592,0.0649295774647887,2.9572027972028,0.0685314685314685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-05-27,NA,NA,NA,NA,NA,NA,2.81715277777778,0.113541666666667,2.92839160839161,0.100909090909091,3.40083333333333,0.0864583333333333,3.73202797202797,0.0790909090909091,3.12104166666667,0.0657638888888889,2.85286713286713,0.0656643356643357,3.13363636363636,0.0656643356643357,3.15697183098592,0.0649295774647887,2.55,3.79,2.84,0.48,0.6,0.56,2.03,1.72,1.97,0.29,0,0.04,2.99,2.57,3.64,0,0,0,2.03,1.36,1.72,0,0.44,0
2019-05-28,NA,NA,NA,NA,NA,NA,2.73125,0.140416666666667,2.81715277777778,0.113541666666667,2.92839160839161,0.100909090909091,3.40083333333333,0.0864583333333333,3.73202797202797,0.0790909090909091,3.12104166666667,0.0657638888888889,2.85286713286713,0.0656643356643357,3.13363636363636,0.0656643356643357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-05-29,NA,NA,NA,NA,NA,NA,2.73069444444444,0.18625,2.73125,0.140416666666667,2.81715277777778,0.113541666666667,2.92839160839161,0.100909090909091,3.40083333333333,0.0864583333333333,3.73202797202797,0.0790909090909091,3.12104166666667,0.0657638888888889,2.85286713286713,0.0656643356643357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-05-30,NA,NA,NA,NA,NA,NA,2.66713286713287,0.184615384615385,2.73069444444444,0.18625,2.73125,0.140416666666667,2.81715277777778,0.113541666666667,2.92839160839161,0.100909090909091,3.40083333333333,0.0864583333333333,3.73202797202797,0.0790909090909091,3.12104166666667,0.0657638888888889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-05-31,NA,NA,NA,NA,NA,NA,2.61451388888889,0.261875,2.66713286713287,0.184615384615385,2.73069444444444,0.18625,2.73125,0.140416666666667,2.81715277777778,0.113541666666667,2.92839160839161,0.100909090909091,3.40083333333333,0.0864583333333333,3.73202797202797,0.0790909090909091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-06-01,NA,NA,NA,NA,NA,NA,2.65090277777778,0.266805555555556,2.61451388888889,0.261875,2.66713286713287,0.184615384615385,2.73069444444444,0.18625,2.73125,0.140416666666667,2.81715277777778,0.113541666666667,2.92839160839161,0.100909090909091,3.40083333333333,0.0864583333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-06-02,NA,NA,NA,NA,NA,NA,2.88056338028169,0.262957746478873,2.65090277777778,0.266805555555556,2.61451388888889,0.261875,2.66713286713287,0.184615384615385,2.73069444444444,0.18625,2.73125,0.140416666666667,2.81715277777778,0.113541666666667,2.92839160839161,0.100909090909091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-06-03,1.3623,1.4767,1.5759,NA,NA,NA,2.64153846153846,0.220769230769231,2.88056338028169,0.262957746478873,2.65090277777778,0.266805555555556,2.61451388888889,0.261875,2.66713286713287,0.184615384615385,2.73069444444444,0.18625,2.73125,0.140416666666667,2.81715277777778,0.113541666666667,2.64,4.43,3.03,3.19,3.04,3.32,1.73,1.31,2.07,0,0,0.04,3.79,2.55,2.84,0.6,0.48,0.56,1.72,2.03,1.97,0,0.29,0.04
2019-06-04,NA,NA,NA,NA,NA,NA,3.14097902097902,0.230559440559441,2.64153846153846,0.220769230769231,2.88056338028169,0.262957746478873,2.65090277777778,0.266805555555556,2.61451388888889,0.261875,2.66713286713287,0.184615384615385,2.73069444444444,0.18625,2.73125,0.140416666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-06-05,NA,NA,NA,NA,NA,NA,3.5056338028169,0.254788732394366,3.14097902097902,0.230559440559441,2.64153846153846,0.220769230769231,2.88056338028169,0.262957746478873,2.65090277777778,0.266805555555556,2.61451388888889,0.261875,2.66713286713287,0.184615384615385,2.73069444444444,0.18625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-06-06,1.4424,1.8239,1.5836,1.4767,1.3623,1.5759,3.98368055555556,0.267847222222222,3.5056338028169,0.254788732394366,3.14097902097902,0.230559440559441,2.64153846153846,0.220769230769231,2.88056338028169,0.262957746478873,2.65090277777778,0.266805555555556,2.61451388888889,0.261875,2.66713286713287,0.184615384615385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-06-07,NA,NA,NA,NA,NA,NA,3.70888111888112,0.264755244755245,3.98368055555556,0.267847222222222,3.5056338028169,0.254788732394366,3.14097902097902,0.230559440559441,2.64153846153846,0.220769230769231,2.88056338028169,0.262957746478873,2.65090277777778,0.266805555555556,2.61451388888889,0.261875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-06-08,NA,NA,NA,NA,NA,NA,3.34566433566434,0.248111888111888,3.70888111888112,0.264755244755245,3.98368055555556,0.267847222222222,3.5056338028169,0.254788732394366,3.14097902097902,0.230559440559441,2.64153846153846,0.220769230769231,2.88056338028169,0.262957746478873,2.65090277777778,0.266805555555556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-06-09,NA,NA,NA,NA,NA,NA,3.60166666666667,0.283055555555556,3.34566433566434,0.248111888111888,3.70888111888112,0.264755244755245,3.98368055555556,0.267847222222222,3.5056338028169,0.254788732394366,3.14097902097902,0.230559440559441,2.64153846153846,0.220769230769231,2.88056338028169,0.262957746478873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-06-10,3.2735,2.1062,1.7972,1.8239,1.4424,1.5836,3.17661870503597,0.336241134751773,3.60166666666667,0.283055555555556,3.34566433566434,0.248111888111888,3.70888111888112,0.264755244755245,3.98368055555556,0.267847222222222,3.5056338028169,0.254788732394366,3.14097902097902,0.230559440559441,2.64153846153846,0.220769230769231,3.92,2.88,3.53,3.36,3.64,3.99,4.05,4.47,2.94,0,0,0,4.43,2.64,3.03,3.04,3.19,3.32,1.31,1.73,2.07,0,0,0.04
2019-06-11,NA,NA,NA,NA,NA,NA,2.86401408450704,0.276267605633803,3.17661870503597,0.336241134751773,3.60166666666667,0.283055555555556,3.34566433566434,0.248111888111888,3.70888111888112,0.264755244755245,3.98368055555556,0.267847222222222,3.5056338028169,0.254788732394366,3.14097902097902,0.230559440559441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-06-12,NA,NA,NA,NA,NA,NA,3.40201388888889,0.287847222222222,2.86401408450704,0.276267605633803,3.17661870503597,0.336241134751773,3.60166666666667,0.283055555555556,3.34566433566434,0.248111888111888,3.70888111888112,0.264755244755245,3.98368055555556,0.267847222222222,3.5056338028169,0.254788732394366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-06-13,2.416,2.3854,2.605,2.1062,3.2735,1.7972,3.73622377622378,0.343566433566434,3.40201388888889,0.287847222222222,2.86401408450704,0.276267605633803,3.17661870503597,0.336241134751773,3.60166666666667,0.283055555555556,3.34566433566434,0.248111888111888,3.70888111888112,0.264755244755245,3.98368055555556,0.267847222222222,5.53,2.94,2.48,2.79,3.62,4.23,0.92,4.24,3.61,1.06,0,0,2.88,3.92,3.53,3.64,3.36,3.99,4.47,4.05,2.94,0,0,0
2019-06-14,NA,NA,NA,NA,NA,NA,3.23430555555556,0.356111111111111,3.73622377622378,0.343566433566434,3.40201388888889,0.287847222222222,2.86401408450704,0.276267605633803,3.17661870503597,0.336241134751773,3.60166666666667,0.283055555555556,3.34566433566434,0.248111888111888,3.70888111888112,0.264755244755245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-06-15,NA,NA,NA,NA,NA,NA,2.90104895104895,0.366153846153846,3.23430555555556,0.356111111111111,3.73622377622378,0.343566433566434,3.40201388888889,0.287847222222222,2.86401408450704,0.276267605633803,3.17661870503597,0.336241134751773,3.60166666666667,0.283055555555556,3.34566433566434,0.248111888111888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-06-16,NA,NA,NA,NA,NA,NA,3.16755244755245,0.406083916083916,2.90104895104895,0.366153846153846,3.23430555555556,0.356111111111111,3.73622377622378,0.343566433566434,3.40201388888889,0.287847222222222,2.86401408450704,0.276267605633803,3.17661870503597,0.336241134751773,3.60166666666667,0.283055555555556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-06-17,1.4759,1.7169,2.0271,2.3854,2.416,2.605,3.45769784892086,0.44589928057554,3.16755244755245,0.406083916083916,2.90104895104895,0.366153846153846,3.23430555555556,0.356111111111111,3.73622377622378,0.343566433566434,3.40201388888889,0.287847222222222,2.86401408450704,0.276267605633803,3.17661870503597,0.336241134751773,2.22,2.03,3.73,3.4,4.19,5.14,1.84,2.37,1.75,0,0,0,2.94,5.53,2.48,3.62,2.79,4.23,4.24,0.92,3.61,0,1.06,0
2019-06-18,NA,NA,NA,NA,NA,NA,3.66573426573427,0.465314685314685,3.45769784892086,0.44589928057554,3.16755244755245,0.406083916083916,2.90104895104895,0.366153846153846,3.23430555555556,0.356111111111111,3.73622377622378,0.343566433566434,3.40201388888889,0.287847222222222,2.86401408450704,0.276267605633803,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-06-19,NA,NA,NA,NA,NA,NA,4.43798611111111,0.511597222222222,3.66573426573427,0.465314685314685,3.45769784892086,0.44589928057554,3.16755244755245,0.406083916083916,2.90104895104895,0.366153846153846,3.23430555555556,0.356111111111111,3.73622377622378,0.343566433566434,3.40201388888889,0.287847222222222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
